,name,year,price,bodyPercent,Tanning,Sugar,Acidic
48,"Joseph Drouhin
Clos de Vougeot Grand Cru 2020",2020,$458.19,42.3195%;,35.2328%;,10.2768%;,69.0066%;
49,"Domaine Jacques Prieur
Chambertin Grand Cru 2016",2016,$836,47.49%;,31.6672%;,2.47595%;,71.7809%;
50,"Domaine du Clos de Tart
Clos de Tart Grand Cru Monopole 1998",1998,$999,44.9303%;,35.2956%;,12.4378%;,71.4887%;
51,"Domaine Georges Mugneret-Gibourg
Chambolle-Musigny 1er Cru 'Les Feusselottes' 2018",2018,$904.40,37.4595%;,29.9641%;,13.253%;,68.2934%;
52,"Domaine Jacques Prieur
Chambertin Grand Cru 2015",2015,$800.48,47.49%;,31.6672%;,2.47595%;,71.7809%;
53,"Pierre Mayeul
Gevrey Chambertin 1er Cru 'Les Champonnets' 2019",2019,$229.09,44.6071%;,34.5714%;,12.4643%;,75.6786%;
54,"Domaine des Lambrays
Clos des Lambrays Grand Cru 2020",2020,$740.66,41.6922%;,33.8166%;,11.0574%;,72.0673%;
55,"Joseph Drouhin
Clos de Vougeot Grand Cru 2021",2021,$575.17,42.3195%;,35.2328%;,10.2768%;,69.0066%;
56,"Domaine Jacques Prieur
Chambertin Grand Cru 2017",2017,$908.63,47.49%;,31.6672%;,2.47595%;,71.7809%;
57,"Domaine Jacques Prieur
Volnay 1er Cru 'Clos des Santenots' (Monopole) 2021",2021,$364.61,35.8214%;,29.604%;,0px;,65.8665%;
58,"Domaine Glantenay
Volnay 1er Cru 'Le Ronceret' 2021",2021,$112.39,28.8679%;,15.1825%;,9.90423%;,62.4869%;
59,"Olivier Bernstein
Charmes-Chambertin Grand Cru 2017",2017,$722.25,40.392%;,30.5724%;,13.4367%;,74.2321%;
60,"Parent
Les Argillières Pommard Premier Cru 2020",2020,$168.80,36.0623%;,23.1885%;,0px;,61.5089%;
61,"Parent
Les Epenots Pommard Premier Cru 2019",2019,$187.37,30.5104%;,24.669%;,0.44695%;,62.518%;
62,"Domaine Confuron-Cotetidot
Vosne-Romanée 1er Cru 'Les Suchots' 2019",2019,$196.79,45.8114%;,38.4542%;,6.84449%;,71.0278%;
63,"Benjamin Leroux
Corton Grand Cru 2017",2017,$306,42.7563%;,21.0094%;,7.07349%;,63.0057%;
64,"Domaine Denis Mortet
Gevrey-Chambertin Mes Cinq Terroirs 2018",2018,$146.30,43.66%;,33.1783%;,17.041%;,69.9025%;
65,"Domaine Dujac
Morey-Saint-Denis Premier Cru 2020",2020,$329.99,41.872%;,36.4017%;,10.1668%;,70.6357%;
