,name,year,price,bodyPercent,Tanning,Sugar,Acidic
16,"Pierre Damoy
Gevrey Chambertin 2018",2018,$165.20,48.9704%;,38.5846%;,8.28783%;,72.436%;
17,"Aurélien Verdet
Vieilles Vignes Vosne-Romanée 2017",2017,$140.42,40.6508%;,29.2341%;,9.05212%;,75.1146%;
18,"Philippe et Vincent Lécheneaut
Clos de la Roche Grand Cru 2018",2018,$530.95,46.2691%;,29.6426%;,9.54706%;,59.4757%;
19,"Domaine Humbert Frères
Gevrey-Chambertin Premier Cru 'Poissenot' 2015",2015,$188.75,43.3417%;,31.5065%;,10.3825%;,69.3197%;
20,"Domaine Berthaut-Gerbet
Clos Vougeot Grand Cru 2018",2018,$294.95,48.727%;,41.5996%;,9.48563%;,68.5019%;
21,"Lignier-Michelot
Clos de la Roche Grand Cru 2020",2020,$507.35,49.5892%;,31.6046%;,18.5548%;,69.0084%;
22,"Méo-Camuzet
Corton Grand Cru 'Les Perrières' 2016",2016,$353.95,34.3834%;,23.208%;,8.58241%;,66.9452%;
23,"Domaine Nicole Lamarche (François Lamarche)
La Grande Rue Grand Cru Monopole 2019",2019,$943.95,44.8509%;,34.7995%;,14.3709%;,76.1633%;
24,"Lignier-Michelot
Clos de la Roche Grand Cru 2019",2019,$412.95,49.5892%;,31.6046%;,18.5548%;,69.0084%;
25,"Pierre Girardin
Clos de Vougeot Grand Cru 2020",2020,$348.10,53.0316%;,49.2816%;,8.56322%;,72.8621%;
26,"Michel Noëllat
Vosne-Romanée 2020",2020,$129.75,39.4983%;,37.8784%;,8.26451%;,67.7719%;
27,"Pierre Girardin
Gevrey-Chambertin Premier Cru 'Lavaux Saint-Jacques' 2020",2020,$235.95,48.7523%;,43.5482%;,9.26376%;,71.945%;
28,"Domaine des Héritiers Louis Jadot
Beaune 1er Cru Clos des Ursules 2018",2018,$212.35,35.869%;,30.3791%;,5.43187%;,63.2193%;
29,"Robert Groffier
Les Hauts-Doix Chambolle-Musigny 1er Cru 2009",2009,$295,40.1579%;,30.1477%;,16.7125%;,67.0732%;
30,"Joseph Drouhin
Beaune 1er Cru 'Clos des Mouches' 2020",2020,$175.82,35.0069%;,22.6121%;,8.99987%;,62.4266%;
31,"Robert Groffier
Les Hauts-Doix Chambolle-Musigny 1er Cru 2019",2019,$352.82,40.1579%;,30.1477%;,16.7125%;,67.0732%;
32,"Comte Armand
Pommard 1er Cru 'Clos des Epeneaux' Monopole 2019",2019,$234.82,37.862%;,29.8945%;,9.81167%;,64.4259%;
33,"Pierre Mayeul
Corton Grand Cru 'Les Renardes' 2020",2020,$341.24,34.7005%;,27.6156%;,0.0424525%;,69.3726%;
34,"Thibault Liger-Belair
Nuits-Saint-Georges 'La Charmotte' 2020",2020,$140.69,42.1641%;,30.0173%;,5.04362%;,71.0939%;
35,"Domaine Taupenot-Merme
Mazoyères Chambertin Grand Cru 2020",2020,$485.09,40.7118%;,33.3442%;,17.2302%;,70.8%;
36,"Méo-Camuzet
Clos de Vougeot Grand Cru 'Près Le Cellier' 2017",2017,$479.84,44.3763%;,38.6424%;,0.60546%;,72.0926%;
37,"Chandon de Briailles
Corton Grand Cru 'Les Bressandes' 2017",2017,$250.94,42.1587%;,28.7733%;,1.50837%;,60.9876%;
38,"Louis Latour
Chassagne-Montrachet 2019",2019,$73.49,34.1273%;,24.8669%;,1.42347%;,61.6952%;
39,"Clos de la Chapelle
Corton Bressandes Grand Cru 2019",2019,$176.39,34.5738%;,23.9461%;,6.59375%;,61.6509%;
40,"Domaine Ponsot
Clos de Vougeot Grand Cru Cuvée Vieilles Vignes 2017",2017,$661.49,47.0618%;,42.0804%;,17.2969%;,75.3761%;
41,"Louis Latour
Romanée-Saint-Vivant Grand Cru Les Quatre Journaux 2014",2014,$682.49,44.2396%;,33.5405%;,22.4466%;,71.4675%;
42,"Domaine Jean Grivot
Echezeaux Grand Cru 2021",2021,$707.69,42.6937%;,33.6506%;,11.7648%;,71.0257%;
43,"Michel Magnien
Charmes-Chambertin Grand Cru 2021",2021,$363.29,44.0985%;,28.4092%;,3.48322%;,73.7504%;
44,"Méo-Camuzet
Corton Grand Cru 'Les Perrières' 2019",2019,$407.99,34.3834%;,23.208%;,8.58241%;,66.9452%;
45,"Domaine Ponsot
Clos de Vougeot Grand Cru Cuvée Vieilles Vignes 2002",2002,$799.99,47.0618%;,42.0804%;,17.2969%;,75.3761%;
46,"Domaine Nicole Lamarche (François Lamarche)
Échézeaux Grand Cru 2009",2009,$449.99,49.0988%;,34.5001%;,2.7238%;,73.3187%;
47,"Mongeard-Mugneret
Echezeaux Grand Cru Vieilles Vigne 2018",2018,$399.99,38.9296%;,33.0793%;,11.1368%;,71.0941%;
48,"Louis Jadot
Chapelle-Chambertin Grand Cru 2017",2017,$249.99,43.0501%;,36.843%;,8.7025%;,74.2735%;
49,"Domaine Ponsot
Chapelle-Chambertin Grand Cru 2002",2002,$899.99,45.6693%;,40.1359%;,3.89195%;,73.2969%;
50,"Pierre-Yves Colin-Morey
Chassagne-Montrachet Premier Cru Morgeot ""Les Fairendes"" 2014",2014,$489.99,35.5992%;,21.3644%;,13.5911%;,68.9686%;
51,"Lucien le Moine
Clos de la Roche Grand Cru 2012",2012,$499.99,43.4712%;,35.6439%;,11.2821%;,67.7953%;
52,"Domaine Robert Chevillon
Les Pruliers Nuits-Saint-Georges 1er Cru 2008",2008,$239.99,44.867%;,36.5605%;,11.0834%;,71.0982%;
53,"Joseph Drouhin
Clos Saint-Denis Grand Cru 2014",2014,$389.99,47.8851%;,34.991%;,6.91816%;,73.4103%;
54,"Domaine des Beaumont
Charmes-Chambertin Grand Cru 1998",1998,$239.99,44.8842%;,28.9634%;,10.3265%;,66.647%;
55,"Jean-Luc & Eric Burguet
Chambertin Clos de Bèze Grand Cru 2012",2012,$884,41.643%;,30.0422%;,18.4902%;,59.6734%;
56,"Louis Latour
Vosne-Romanée 1er Cru 'Les Suchots' 2018",2018,$252.99,38.5629%;,35.4308%;,6.15566%;,69.8318%;
57,"Domaine Taupenot-Merme
Gevrey Chambertin Premier Cru Bel Air 2017",2017,$294,48.3608%;,41.0767%;,13.3127%;,70.8596%;
58,"Domaine Georges Mugneret-Gibourg
Nuits-Saint-Georges 1er Cru 'Les Chaignots' 2015",2015,$750,41.9067%;,35.116%;,13.423%;,70.9495%;
59,"Domaine Gros Frère et Soeur
Échezeaux Grand Cru 2018",2018,$558,46.5288%;,32.1889%;,17.2652%;,64.5701%;
60,"Domaine Marquis d'Angerville
Volnay 1er Cru 'Clos des Ducs' Monopole 2007",2007,$982,36.3525%;,27.4942%;,12.002%;,64.3239%;
61,"Domaine Marc Roy
Gevrey-Chambertin Vieilles Vignes 2016",2016,$118.33,42.1108%;,31.8573%;,4.89596%;,72.1406%;
62,"Domaine Dujac
Gevrey Chambertin 1er Cru 'Aux Combottes' 2016",2016,$920,43.9636%;,37.8254%;,12.0592%;,72.3096%;
63,"Domaine Arlaud
Charmes-Chambertin Grand Cru 2020",2020,$533,44.8326%;,31.0491%;,8.63813%;,71.496%;
64,"Domaine Faiveley
Mazis-Chambertin Grand Cru 2019",2019,$812,44.0758%;,33.8802%;,11.3178%;,68.7072%;
65,"Joseph Drouhin
Chambertin Clos de Bèze Grand Cru 2018",2018,$914,43.4055%;,36.9388%;,12.874%;,78.1421%;
66,"Louis Latour
Château Corton Grancey Grand Cru 2019",2019,$204.95,35.0643%;,24.4516%;,8.11186%;,63.3243%;
67,"Jean-Marc Millot
Grands Echézeaux Grand Cru 2018",2018,$831,44.4783%;,35.9027%;,16.3084%;,66.4164%;
68,"Géantet-Pansiot
Clos Vougeot Grand Cru 2017",2017,$407,47.9775%;,36.7116%;,2.8545%;,69.2778%;
69,"Gérard Raphet
Chambertin Clos-de-Beze Grand Cru 2021",2021,$855,45.7104%;,35.3972%;,12.1004%;,77.4036%;
70,"Domaine Taupenot-Merme
Nuits Saint Georges Premier Cru Les Pruliers 2017",2017,$320,46.4288%;,35.1257%;,12.177%;,72.6826%;
71,"Domaine G. Roumier
Morey-Saint-Denis Premier Cru Clos de La Bussière 2014",2014,$940,45.0467%;,38.2898%;,12.5564%;,67.6223%;
72,"Domaine des Lambrays
Clos des Lambrays Grand Cru 2011",2011,$730,41.6922%;,33.8166%;,11.0574%;,72.0673%;
73,"Henri Magnien
Gevrey-Chambertin 1er Cru 'Les Cazetiers' 2018",2018,$311,45.134%;,35.0043%;,19.9736%;,68.6855%;
74,"Maison Roche de Bellene
Grands-Échézeaux Grand Cru 2019",2019,$569,39.1289%;,28.8479%;,0px;,78.3041%;
75,"Jean Tardy & Fils
Clos de Vougeot Grand Cru 'Grand Maupertuis' 2005",2005,$499,40.2326%;,21.5116%;,15.2326%;,80%;
76,"Bouchard Père & Fils
Echezeaux Grand Cru 2020",2020,$814,39.959%;,29.4624%;,6.34994%;,68.6093%;
77,"Thibault Liger-Belair
Vieilles Vignes Chambolle-Musigny 2020",2020,$195.49,38.8361%;,27.6974%;,0px;,76.0564%;
78,"Joseph Drouhin
Vosne-Romanée Premier Cru 'Petits Monts' 2017",2017,$700,42.8299%;,29.2072%;,0px;,68.9101%;
79,"Bouchard Père & Fils
Bonnes-Mares Grand Cru 2018",2018,$907,50.187%;,33.0347%;,9.37123%;,65.5127%;
80,"Domaine Faiveley
Clos de Vougeot Grand Cru 2018",2018,$413,42.5731%;,35.5865%;,10.0663%;,69.9895%;
