,name,year,price,bodyPercent,Tanning,Sugar,Acidic
30,"Jacques-Frederic Mugnier
Chambolle-Musigny 2020",2020,$699.99,36.386%;,28.9188%;,14.0425%;,68.1009%;
31,"Domaine Arlaud
Charmes-Chambertin Grand Cru 2021",2021,$506.40,44.8326%;,31.0491%;,8.63813%;,71.496%;
32,"Domaine Marquis d'Angerville
Volnay Champans 1er Cru 2018",2018,$255,37.2043%;,28.4641%;,11.8755%;,64.2395%;
33,"Lignier-Michelot
Clos de la Roche Grand Cru 2021",2021,$626.25,49.5892%;,31.6046%;,18.5548%;,69.0084%;
34,"Domaine Humbert Frères
Gevrey-Chambertin Premier Cru 'Poissenot' 2020",2020,$229.57,43.3417%;,31.5065%;,10.3825%;,69.3197%;
35,"Domaine Denis Mortet
Chambolle-Musigny 1er Cru Aux Beaux Bruns 2021",2021,$438.88,44.2906%;,35.2481%;,18.3564%;,74.828%;
36,"Arnaud Mortet
Gevrey-Chambertin Premier Cru 'La Perrière' 2021",2021,$422,49.5699%;,38.9247%;,12.7419%;,75.0538%;
37,"Domaine Jacques Prieur
Corton-Bressandes Grand Cru 2020",2020,$431,35.9533%;,26.7368%;,5.52187%;,62.0435%;
38,"Domaine Marquis d'Angerville
Fremiet Volnay 1er Cru 2018",2018,$255,32.6602%;,25.0215%;,8.29497%;,63.0484%;
39,"Domaine des Croix
Corton La Vigne au Saint Grand Cru 2021",2021,$289,42.5543%;,24.4283%;,13.0932%;,67.2547%;
40,"Domaine Jacques Prieur
Corton-Bressandes Grand Cru 2019",2019,$431,35.9533%;,26.7368%;,5.52187%;,62.0435%;
41,"Domaine Denis Mortet
Gevrey-Chambertin 1er Cru Lavaux St-Jacques 2021",2021,$573.92,43.0503%;,32.7448%;,16.7215%;,70.4233%;
42,"Domaine Odoul-Coquard
Charmes-Chambertin Grand Cru 2021",2021,$259.94,51.2642%;,32.8097%;,22.4113%;,76.947%;
43,"Michel Noëllat
Les Boudots Nuits-Saint-Georges 1er Cru 2020",2020,$179.94,51.1704%;,37.6386%;,13.4283%;,67.9517%;
44,"Georges Lignier et Fils
Charmes-Chambertin Grand Cru 2018",2018,$249.94,41.3093%;,30.3945%;,4.52435%;,67.1818%;
45,"Lucien le Moine
Morey-Saint-Denis 1er Cru 'Les Genavrières' 2019",2019,$119.94,46.9638%;,42.4862%;,0px;,70.2181%;
46,"Harmand-Geoffroy
Mazis-Chambertin Grand Cru 2020",2020,$319,49.516%;,33.3918%;,8.36664%;,71.3506%;
47,"Domaine des Lambrays
Clos des Lambrays Grand Cru 2013",2013,$385,41.6922%;,33.8166%;,11.0574%;,72.0673%;
48,"Robert Groffier
Les Sentiers Chambolle-Musigny 1er Cru 2021",2021,$319,44.9348%;,32.2739%;,12.5878%;,67.5622%;
49,"Robert Groffier
Les Hauts-Doix Chambolle-Musigny 1er Cru 2021",2021,$319,40.1579%;,30.1477%;,16.7125%;,67.0732%;
50,"Domaine Odoul-Coquard
Clos de Vougeot Grand Cru 2021",2021,$249.94,55.733%;,29.3453%;,7.55509%;,70.1684%;
51,"Philippe Chéron
Gevrey-Chambertin Premier Cru Champonnet 2020",2020,$109.94,49.5337%;,35.5258%;,6.87472%;,75.8719%;
52,"Domaine Pierre Gelin
Fixin 1er Cru 'Les Hervelets' 2017",2017,$81.94,34.4575%;,30.2935%;,2.97217%;,67.6888%;
53,"Domaine Gros Frère et Soeur
Échezeaux Grand Cru 2021",2021,$239.94,46.5288%;,32.1889%;,17.2652%;,64.5701%;
54,"Pierre-Yves Colin-Morey
Nuits-Saint-Georges 2020",2020,$109.94,32.2081%;,27.3042%;,1.51355%;,70.4224%;
55,"Louis Jadot
Mazis-Chambertin Grand Cru 2007",2007,$259.94,38.2059%;,39.6424%;,6.14651%;,70.1496%;
56,"Pierre-Yves Colin-Morey
Nuits-Saint-Georges 2021",2021,$99.94,32.2081%;,27.3042%;,1.51355%;,70.4224%;
57,"Hubert Lignier
Charmes-Chambertin Grand Cru 2020",2020,$459,39.6702%;,32.6526%;,5.49897%;,71.1973%;
58,"Domaine Perrot-Minot
Morey-Saint-Denis 1er Cru 'La Riotte' 2018",2018,$235.99,41.6098%;,35.3992%;,8.1575%;,72.258%;
59,"Arnaud Mortet
Gevrey-Chambertin Premier Cru 'La Perrière' 2020",2020,$275.99,49.5699%;,38.9247%;,12.7419%;,75.0538%;
60,"Domaine Arlaud
Les Sentiers Chambolle-Musigny 1er Cru 2019",2019,$176.95,38.0858%;,27.8672%;,18.351%;,59.7451%;
61,"Pierre Girardin
Clos de Vougeot Grand Cru 2021",2021,$383.50,53.0316%;,49.2816%;,8.56322%;,72.8621%;
62,"Domaine Humbert Frères
Gevrey-Chambertin Premier Cru 'Petite Chapelle' 2019",2019,$212.35,48.7018%;,34.9728%;,10.507%;,80.9368%;
63,"Benjamin Leroux
Volnay 1er Cru 'Les Caillerets' 2017",2017,$147.50,31.516%;,21.4539%;,26.1436%;,61.8351%;
