,name,year,price,bodyPercent,Tanning,Sugar,Acidic
34,"Georges Lignier et Fils
Clos de la Roche Grand Cru 2018",2018,$425,43.0378%;,35.2037%;,5.1187%;,75.2772%;
35,"Jean-Michel Guillon
Mazis-Chambertin Grand Cru 2020",2020,$357.99,49.8619%;,37.6732%;,7.01893%;,78.0357%;
36,"Guy & Yvan Dufouleur
Cuvée Vieilles Vignes Monopole Fixin 1er Cru 'Clos du Chapitre' 2018",2018,$79.99,47.3254%;,37.0716%;,8.0296%;,74.6515%;
37,"Domaine François Leclerc
Gevrey-Chambertin 1er Cru 'Les Corbeaux' 2019",2019,$134.99,40.5181%;,19.3285%;,0.19686%;,67.5809%;
38,"Domaine Perrot-Minot
Nuits-Saint-Georges 1er Cru 'La Richemone' (Vieilles Vignes) 2018",2018,$429.99,47.646%;,29.5218%;,19.6864%;,70.2082%;
39,"Maison Champy
Les Vergelesses Pernand-Vergelesses 1er Cru 2015",2015,$75.99,34.1886%;,26.5799%;,2.82623%;,59.0594%;
40,"Maison Champy
Corton Grand Cru 2016",2016,$169.99,31.0614%;,22.4057%;,0.801035%;,60.3702%;
41,"Domaine des Héritiers Louis Jadot
Corton-Pougets Grand Cru Rouge 2020",2020,$142.99,39.799%;,32.7377%;,6.45853%;,63.5296%;
42,"Joseph Drouhin
Chassagne-Montrachet 2006",2006,$75.99,34.5814%;,20.5909%;,2.50406%;,63.0195%;
43,"Louis Jadot
Échezeaux Grand Cru 2020",2020,$339.99,34.6903%;,30.3284%;,18.041%;,67.847%;
44,"Domaine Taupenot-Merme
Corton Rognet Grand Cru 2006",2006,$199.99,38.8588%;,28.8578%;,10.2518%;,60.9115%;
45,"Hubert Lignier
Vieilles Vignes Morey-St-Denis 1er Cru 2020",2020,$250,45.2974%;,31.5574%;,8.76133%;,74.1168%;
46,"Domaine Faiveley
Gevrey-Chambertin Vieilles Vignes 2020",2020,$86.99,43.9613%;,32.0415%;,10.197%;,70.78%;
47,"Michel Bouzereau
Bourgogne Côte d'Or Pinot Noir 2020",2020,$53.10,35.4018%;,27.6678%;,12.4167%;,59.4646%;
48,"Domaine des Comtes Lafon
Volnay Clos des Chênes Premier Cru 2020",2020,$271.35,32.9217%;,22.1133%;,5.51471%;,67.2405%;
49,"Domaine Perrot-Minot
Vieilles Vignes Vosne-Romanée 2016",2016,$165.15,33.2753%;,32.2697%;,9.86236%;,66.2182%;
50,"Philippe et Vincent Lécheneaut
Chambolle-Musigny 2019",2019,$153.35,41.6791%;,34.2558%;,5.06223%;,70.9203%;
51,"Domaine Coche-Dury
Auxey-Duresses 2018",2018,$324.50,35.3924%;,21.3956%;,4.96956%;,63.9208%;
52,"Domaine Berthaut-Gerbet
Vosne-Romanée 2019",2019,$117.95,43.363%;,35.2449%;,10.1596%;,71.8322%;
53,"Domaine Bruno Clavelier
Vieilles Vignes Vosne-Romanée La Combe Brûlée 2017",2017,$153.35,38.0132%;,31.6912%;,2.54784%;,70.1961%;
54,"Henri Rebourseau
Gevrey-Chambertin 2019",2019,$116.82,44.9357%;,36.9148%;,4.58814%;,72.8693%;
55,"Domaine Michel Niellon
Chassagne-Montrachet 1er Cru 'Clos Saint-Jean' Rouge 2020",2020,$141.55,32.8828%;,33.0122%;,2.93966%;,65.8698%;
56,"Domaine des Comtes Lafon
Volnay-Champans Premier Cru 2019",2019,$230.10,35.5752%;,26.4968%;,13.0942%;,63.0778%;
57,"La Pousse d'Or
Volnay 1er Cru 'Clos de La Bousse d'Or' (Monopole) 2021",2021,$165.15,33.2526%;,24.0542%;,8.95202%;,64.7585%;
58,"Domaine Nicole Lamarche (François Lamarche)
Clos de Vougeot Grand Cru 2016",2016,$218.30,47.3561%;,38.0515%;,15.2743%;,72.8425%;
59,"Domaine Coche-Dury
Auxey-Duresses 2019",2019,$466.10,35.3924%;,21.3956%;,4.96956%;,63.9208%;
60,"Joseph Drouhin
Chambolle-Musigny 1er Cru 'Les Amoureuses' 2017",2017,$767,37.7133%;,29.3592%;,8.58491%;,71.2578%;
61,"Pierre Girardin
Gevrey-Chambertin 'Clos Prieur' 2021",2021,$116.82,40.0058%;,27.186%;,0.877907%;,74.8546%;
62,"Louis Jadot
Bonnes Mares Grand Cru 2018",2018,$466.10,45.6158%;,37.3723%;,8.33778%;,69.8092%;
63,"Louis Jadot
Bonnes Mares Grand Cru 2016",2016,$447.22,45.6158%;,37.3723%;,8.33778%;,69.8092%;
64,"Louis Jadot
Chambertin Clos de Beze Grand Cru 2020",2020,$589.95,48.3908%;,35.5523%;,12.5024%;,70.9876%;
65,"Domaine Nicole Lamarche (François Lamarche)
Clos de Vougeot Grand Cru 2020",2020,$270.22,47.3561%;,38.0515%;,15.2743%;,72.8425%;
66,"Dugat-Py
Vieilles Vignes Gevrey-Chambertin Cuvée Cœur de Roy 2018",2018,$211.22,50.3527%;,40.9839%;,14.414%;,71.7262%;
67,"Domaine des Comtes Lafon
Volnay-Champans Premier Cru 2021",2021,$271.35,35.5752%;,26.4968%;,13.0942%;,63.0778%;
68,"Domaine Sylvain Cathiard
Nuits-Saint-Georges 1er Cru 'Aux Murgers' 2021",2021,$707.95,42.5787%;,32.8113%;,12.6565%;,74.1009%;
69,"Domaine Jean Grivot
Vosne-Romanée 1er Cru Les Beaux Monts 2020",2020,$471.95,46.6274%;,38.7563%;,9.30099%;,72.6193%;
70,"Jean-Claude Ramonet
Chassagne-Montrachet Premier Cru 'Clos Saint-Jean' 2020",2020,$141.60,30.8839%;,21.9877%;,6.83754%;,61.496%;
71,"La Pousse d'Or
Volnay 1er Cru 'En Caillerets' Cuvée Amphore 2021",2021,$141.55,33.0951%;,18.5774%;,3.18584%;,66.4513%;
72,"Domaine du Couvent
Les Barreaux Vosne-Romanée 2020",2020,$129.75,26.25%;,34.5588%;,0px;,75.2941%;
73,"Louis Jadot
Vosne-Romanée 2019",2019,$106.15,44.2786%;,31.329%;,1.38372%;,75.211%;
74,"Louis Jadot
Clos Saint-Denis Grand Cru 2020",2020,$471.95,40.5103%;,37.2882%;,8.8063%;,73.5201%;
75,"Domaine des Comtes Lafon
Volnay Clos des Chênes Premier Cru 2017",2017,$212.40,32.9217%;,22.1133%;,5.51471%;,67.2405%;
76,"Dugat-Py
Vieilles Vignes Gevrey-Chambertin 1er Cru 'Petite Chapelle' 2019",2019,$448.35,42.1833%;,35.8698%;,11.7218%;,70.675%;
77,"Domaine Bruno Clair
Chambolle-Musigny 'Les Veroilles' 2019",2019,$140.42,37.3395%;,28.2458%;,8.17662%;,71.4849%;
78,"Henri Rebourseau
Clos de Vougeot Grand Cru 2018",2018,$293.82,42.8298%;,37.3169%;,7.02716%;,66.0375%;
79,"Méo-Camuzet
Chambolle-Musigny 1er Cru 'Les Cras' 2019",2019,$271.35,44.9667%;,34.0795%;,16.5876%;,68.9786%;
80,"Dugat-Py
Vieilles Vignes Gevrey-Chambertin 1er Cru 'Petite Chapelle' 2018",2018,$411.82,42.1833%;,35.8698%;,11.7218%;,70.675%;
81,"Louis Jadot
Volnay 1er Cru 'Clos de la Barre' Monopole 2019",2019,$106.15,34.3432%;,28.5637%;,8.43108%;,64.6539%;
82,"Louis Jadot
Bonnes Mares Grand Cru 2021",2021,$678.50,45.6158%;,37.3723%;,8.33778%;,69.8092%;
83,"Bouchard Père & Fils
Gevrey-Chambertin 2020",2020,$94.35,42.6827%;,32.188%;,3.39421%;,72.1349%;
84,"La Pousse d'Or
Volnay 1er Cru 'Clos d'Audignac' (Monopole) 2021",2021,$165.15,33.3983%;,22.938%;,8.36882%;,59.3805%;
85,"Domaine Coche-Dury
Monthélie 2019",2019,$466.10,30.1253%;,20.6304%;,13.5595%;,60.943%;
86,"Louis Jadot
Clos Vougeot Grand Cru 2019",2019,$472,45.7446%;,36.9708%;,5.7033%;,72.4668%;
87,"Pierre Girardin
Vosne-Romanée 2021",2021,$153.40,37.3508%;,26.8161%;,9.60929%;,74.6721%;
88,"Domaine Nicole Lamarche (François Lamarche)
Clos de Vougeot Grand Cru 2019",2019,$247.80,47.3561%;,38.0515%;,15.2743%;,72.8425%;
