,name,year,price,bodyPercent,Tanning,Sugar,Acidic
29,"Domaine Faiveley
Mercurey 'Les Villeranges' 2019",2019,$46.91,18.5722%;,21.6088%;,4.32955%;,64.8433%;
30,"Serafin Père & Fils
Gevrey-Chambertin 1er Cru 'Les Corbeaux' 2019",2019,$147.89,42.8269%;,36.3344%;,1.88722%;,74.0148%;
31,"Serafin Père & Fils
Gevrey-Chambertin 2019",2019,$89.75,42.4159%;,34.3945%;,10.6379%;,69.3488%;
32,"Serafin Père & Fils
Gevrey-Chambertin 1er Cru 'Fonteny' 2019",2019,$183.59,45.521%;,40.1345%;,10.9145%;,72.372%;
33,"Domaine Arlaud
Les Blanchards Morey-St-Denis 1er Cru 2019",2019,$107.09,41.8495%;,42.2088%;,2.49673%;,66.4143%;
34,"Serafin Père & Fils
Morey-Saint Denis 1er Cru 'Les Millandes' 2019",2019,$142.79,47.2304%;,32.8957%;,7.30052%;,71.6636%;
35,"Domaine Frédéric Esmonin
Ruchottes-Chambertin Grand Cru 2013",2013,$279.99,38.8018%;,33.0246%;,2.33497%;,70.7396%;
36,"Frédéric Magnien
Vosne-Romanée Premier Cru Suchots 2005",2005,$279.99,42.5%;,24.7697%;,0px;,80.0987%;
37,"Domaine Ponsot
Charmes-Chambertin Grand Cru Cuvée des Merles 2002",2002,$999.99,44.3923%;,38.0163%;,0.465485%;,74.0928%;
38,"Xavier Monnot
Volnay 1er Cru 'Clos des Chênes 2014",2014,$139.99,31.2481%;,32.66%;,3.69236%;,55.1846%;
39,"Domaine Doussot Rollet
Beaune 1er Cru 'Les Bressandes' 2022",2022,$59.99,25.4%;,22.3%;,0px;,68.7%;
40,"Domaine Doussot Rollet
Beaune 1er Cru 'Les Cent Vignes' 2018",2018,$49.99,35.7778%;,27.7778%;,0px;,67.5714%;
41,"Domaine de Montille
Corton Grand Cru Clos Du Roi 2016",2016,$279.99,32.4158%;,23.3194%;,3.66028%;,64.7933%;
42,"Domaine Doussot Rollet
Beaune 1er Cru 'Les Cent Vignes' 2022",2022,$59.99,35.7778%;,27.7778%;,0px;,67.5714%;
43,"Domaine Stephane Magnien
Charmes-Chambertin Grand Cru 2014",2014,$279.99,48.9925%;,35.7082%;,13.5792%;,72.6384%;
44,"Louis Jadot
Vosne-Romanée Les Chaumes 2009",2009,$229.99,38.3644%;,30.9393%;,0px;,77.294%;
45,"Domaine Castagnier
Clos Saint-Denis Grand Cru 2019",2019,$449.99,38.2162%;,34.6256%;,9.42619%;,71.2072%;
46,"La Pousse d'Or
Santenay 1er Cru 'Clos Tavannes' 2018",2018,$74.99,31.4851%;,24.7495%;,4.57501%;,63.8991%;
47,"Domaine des Héritiers Louis Jadot
Beaune 1er Cru Clos des Ursules 2016",2016,$179.99,35.869%;,30.3791%;,5.43187%;,63.2193%;
48,"Jean-Jacques Confuron
Vosne-Romanée 1er Cru 'Les Beaux Monts' 2016",2016,$349.99,46.2727%;,33.9883%;,4.10734%;,68.916%;
49,"Domaine Nicolas Rossignol
Volnay 1er Cru 'Santenots' 2014",2014,$179.99,34.3017%;,29.2569%;,6.26742%;,65.0366%;
50,"Albert Bichot
Morey-Saint-Denis Premier Cru Les Sorbets 2020",2020,$99.99,46.768%;,31.5197%;,6.89399%;,71.5121%;
51,"Domaine Heresztyn-Mazzini
Morey-Saint-Denis Premier Cru 'Les Millandes' 2019",2019,$149.99,44.2323%;,31.0392%;,13.653%;,67.8893%;
52,"Domaine Faiveley
Clos De La Roche Grand Cru 2014",2014,$299.99,51.5443%;,28.5503%;,17.7673%;,74.3025%;
