,name,year,price,bodyPercent,Tanning,Sugar,Acidic
30,"Remoriquet
Nuits-Saint-Georges 1er Cru 'Les Bousselots' 2019",2019,$106.67,47.0225%;,41.3163%;,0.336207%;,74.5908%;
31,"Domaine Bertagna
Vougeot 1er Cru 'Clos de la Perrière' Monopole 2013",2013,$96,42.4642%;,29.3001%;,3.96139%;,72.3313%;
32,"Louis Latour
Nuits-Saint-Georges 1er Cru Les Damodes 2017",2017,$140,36.684%;,33.4654%;,2.5837%;,74.9012%;
33,"Vincent Prunier
Auxey-Duresses 2015",2015,$51.99,43.9436%;,22.9181%;,4.9951%;,62.4456%;
34,"Jean-Claude Boisset
Clos de Vougeot Grand Cru 2021",2021,$556.99,49.0755%;,34.9713%;,15.003%;,65.8927%;
35,"Domaine de la Vougeraie
Savigny-lès-Beaune Premier Cru Les Marconnets 2021",2021,$109.99,34.9383%;,25.458%;,9.55168%;,61.7897%;
36,"Château de La Maltroye
Chassagne-Montrachet 1er Cru 'Clos du Chateau' (Monopole) 2018",2018,$99.99,34.1049%;,26.6728%;,3.1624%;,66.3803%;
37,"Domaine Chanson
Beaune Premier Cru Le Bastion Rouge 2018",2018,$79.99,32.9004%;,24.5219%;,0.232842%;,63.9671%;
38,"Louis Latour
Volnay 1er Cru En Chevret 2018",2018,$139.99,35.29%;,24.8224%;,9.55669%;,63.25%;
39,"Domaine de la Vougeraie
Nuits-St-Georges Premier Cru Les Damodes 2020",2020,$164.99,44.152%;,31.2283%;,8.81311%;,68.2002%;
40,"Domaine Jean-Michel Gaunoux
Meursault 'Les Criots' 2017",2017,$65.58,29.5799%;,20.5574%;,7.02459%;,67.8463%;
41,"Lignier-Michelot
Morey-Saint-Denis 1er Cru 'Les Faconnières' 2019",2019,$183.99,42.5251%;,30.9634%;,10.3543%;,69.2721%;
42,"Domaine Confuron-Cotetidot
Vosne-Romanée 1er Cru 'Les Suchots' 2017",2017,$210.83,45.8114%;,38.4542%;,6.84449%;,71.0278%;
43,"Domaine Bertagna
Vosne Romanée Premier Cru 'Les Beaux Monts' 2021",2021,$189.99,47.5214%;,39.6996%;,6.83733%;,71.9124%;
44,"Domaine Génot-Boulanger
Vieilles Vignes Pommard 2021",2021,$98.33,33.6521%;,25.44%;,4.07053%;,65.8047%;
45,"Domaine Chanson
Pernand-Vergelesses Premier Cru Vergelesses 2018",2018,$72.99,36.1018%;,27.446%;,8.45715%;,65.9421%;
46,"Domaine de Montille
Volnay 1er Cru 'Champans' 2018",2018,$197.17,32.8902%;,31.2797%;,6.04558%;,61.4681%;
47,"Domaine MIA
Mercurey 'Clos la Marche' Monopole 2019",2019,$59.50,19.5698%;,15.6218%;,0px;,69.448%;
48,"Cyrot-Buthiau
Pommard 2019",2019,$64,35.2553%;,27.5469%;,2.50781%;,63.5141%;
49,"Gille
Nuits-Saint-Georges 1er Cru 'Les Cailles' 2019",2019,$136,46.4767%;,33.3461%;,12.8993%;,74.2127%;
50,"Domaine Arnaud Germain
Pommard 'La Chanière' 2019",2019,$72.75,31.3679%;,25.2948%;,0px;,64.3962%;
51,"Domaine Chanzy
Mercurey 1er Cru 'Clos du Roy' Rouge 2018",2018,$74.99,20.3141%;,22.4288%;,4.16604%;,59.3261%;
52,"Lignier-Michelot
Morey-Saint-Denis Premier Cru 'Aux Charmes' 2019",2019,$183.99,42.183%;,27.1768%;,5.06966%;,71%;
53,"Domaine Antonin Guyon
Gevrey-Chambertin 'La Justice' 2021",2021,$99.99,41.2572%;,34.2849%;,7.16728%;,72.3323%;
54,"Louis Latour
Corton-Perrières Grand Cru 2016",2016,$280,34.8677%;,29.2517%;,3.63784%;,58.4029%;
55,"Lignier-Michelot
Morey-Saint-Denis 1er Cru 'Les Faconnières' 2018",2018,$164.99,42.5251%;,30.9634%;,10.3543%;,69.2721%;
56,"Domaine Faiveley
Gevrey-Chambertin 1er Cru 'La Combe Aux Moines' 2021",2021,$179.99,38.0928%;,33.1225%;,9.53623%;,65.2439%;
57,"Domaine Armand Heitz
Chassagne-Montrachet 1er Cru 'Morgeot' 2021",2021,$100,34.7415%;,17.8218%;,0px;,56.1165%;
58,"Domaine Armand Heitz
Chassagne-Montrachet 1er Cru 'Morgeot' 2017",2017,$108.33,34.7415%;,17.8218%;,0px;,56.1165%;
59,"Aurélien Verdet
Nuits-Saint-Georges 1er Cru 'Les Damodes' 2019",2019,$230.99,40.381%;,33.7716%;,8.57261%;,73.1163%;
60,"Domaine Jaeger-Defaix
Clos du Chapitre Rully Premier Cru 2021",2021,$39.99,18.8104%;,19.9677%;,6.88122%;,65.8906%;
61,"Aurélien Verdet
Vosne-Romanée 1er Cru 'Les Beaux Monts' 2017",2017,$265.99,38.0957%;,29.1868%;,7.71471%;,73.4888%;
62,"Domaine Dominique Gallois
La Justice Gevrey-Chambertin 2019",2019,$111.99,45.469%;,41.7655%;,0px;,77.0177%;
