,index,wine_image,name,year,price,bodyPercent,dryOrSweet,Acidic,compareFoods,rating,about_wine
95,38,https://images.vivino.com/thumbs/jg6ZQR0mSH-TjxKyeVhUTQ_pb_x600.png,"Domaine Georges Vernay
Blonde du Seigneur Côte-Rôtie 2019",2019,$146.15,69.2503%;,66.7818%;,64.8773%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Georges Vernay'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Intent, but the elegance which Christine seeks in all of her wines is far from absent. Pit-cherry, spice and licorice on the nose is followed by generous floral palate, with crushed rock and pepper adding character and fine linear tannins buttressing the long finish.']]"
96,39,https://images.vivino.com/thumbs/-kFENGJTTm-fd3L2Cw6ETg_pb_x600.png,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2019",2019,$140.10,85%;,42.9088%;,47.2335%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Clos du Mont-Olivet'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16%'], ['Allergens', 'Contains sulfites']]"
97,42,https://images.vivino.com/thumbs/46Up37dSSTCAc9_uyRRr8w_pb_x600.png,"Domaine Giraud
Grenaches de Pierre Châteauneuf-du-Pape 2020",2020,$129.94,83.3051%;,42.673%;,45.341%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine Giraud'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites']]"
98,43,https://images.vivino.com/thumbs/DmWvPJLVSVu4OnSrg2h6Og_pb_x600.png,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2020",2020,$179.94,83.1154%;,67.4268%;,54.61%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine de La Chapelle'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', ""Intense ruby red, limpid and bright. Highly complex, distinguished nose, revealing the great finesse. Black fruits, sweet spices and, ultimately, finely woody. It is shaped by nature, the sun and the rain. That's why every year, this wine is unique. Discover, vintage by vintage, that gave us this land.""]]"
99,44,https://images.vivino.com/thumbs/xTJ34EXHQXmpUua2myv3AQ_pb_x600.png,"Domaine de Beaurenard
Châteauneuf-du-Pape 2020",2020,$54.94,84.5972%;,41.9308%;,44.479%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine de Beaurenard'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'We make highly concentrated wines of great finesse, elegance and minerality. This is the true signature and pedigree of the local soils, which makes Beaurenard wines suited to lengthy ageing. They can also be drunk young, to procure an intense, lush pleasure.']]"
100,45,https://images.vivino.com/thumbs/oXKCPUK2Q5iSlaOjVB3n0w_pb_x600.png,"Pierre Gaillard
Côte-Rôtie Rose Pourpre 2018",2018,$134.94,69.9661%;,66.1144%;,65.0173%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Pierre Gaillard'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Fuller-bodied than the other Côte-Rôties from Gaillard, but still fairly gentle and restrained. Keener acidity and more tannin too. Very pure red fruits, some florality and fresh earth. Gentle, seductive, silky with a hint of pepper and spice. Good length. 2016 to 2023.']]"
101,46,https://images.vivino.com/thumbs/oKPYkz8sQSaBo3brYjVU4A_pb_x600.png,"Delas
Domaine des Tourettes Hermitage Rouge 2019",2019,$101.99,84.5011%;,68.8611%;,55.9865%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Delas'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
102,47,https://images.vivino.com/thumbs/AyncYFzrTiuco5ETVZw9Gg_pb_x600.png,"Pegau
Châteauneuf-du-Pape Cuvée Laurence 2018",2018,$102.99,83.5078%;,40.4617%;,44.3571%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Pegau'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Garnet with brick-red glints.Scrubland scents,evolving after several years of aging on stone fruit aromas(prune),leather,fur and undergrowth.Cinnamon,pepper,dried beef.The change gives more spicy and complex.']]"
103,48,https://images.vivino.com/thumbs/XK3-xAWoR9q54RiFFkWcKQ_pb_x600.png,"M. Chapoutier
Châteauneuf-du-Pape La Bernardine 2020",2020,$56.99,82.6599%;,38.4786%;,44.5317%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'M. Chapoutier'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Colour: Intense crimson-red. Nose: Complex and subtle, blackcurrant and plum followed by roasted coffee and cinnamon, cherry, morello cherry. Mouth: Opening into spicy and fruity aromas.']]"
104,49,https://images.vivino.com/thumbs/LpnNYH0wRFuXcGQ6UCwyAw_pb_x600.png,"Ogier
Clos de l'Oratoire des Papes Châteauneuf-du-Pape 2021",2021,$76.99,84.1766%;,38.5062%;,45.19%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Ogier'], ['Grapes', 'Cannonau'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
105,50,https://images.vivino.com/thumbs/pz7tF0MzRxiOS6J9lFj7Gg_pb_x600.png,"Le Vieux Donjon
Châteauneuf-du-Pape 2020",2020,$69.99,83.7684%;,40.0149%;,43.9631%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Le Vieux Donjon'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
106,52,https://images.vivino.com/thumbs/Gd7ZUhxrQqSzdXc3yk5rKw_pb_x600.png,"Pegau
Cuvée Réservée Châteauneuf-du-Pape Rouge 2020",2020,$95.99,85%;,42.4106%;,44.4954%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Pegau'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]"
107,53,https://images.vivino.com/thumbs/MqtJpyvNSzaESGbvoUy4mg_pb_x600.png,"Domaine de la Janasse
Châteauneuf-du-Pape Vieilles Vignes 2019",2019,$119.99,85%;,42.0881%;,44.0526%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine de la Janasse'], ['Grapes', '100% Garnacha'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The color is dark with purple reflections. The nose has discreet aromas of crushed black fruits and garrigue.']]"
108,54,https://images.vivino.com/thumbs/bJFGrX_RQum75x3mGcoUgg_pb_x600.png,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2020",2020,$145,81.8996%;,39.3383%;,44.2708%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Clos des Papes (Paul Avril)'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'With a rich, deep color, the perfume exhibits pepper, black raspberry jam, grenadine, garrigue, licorice and raspberry liqueur. The opulent, silky textured fruit coats your mouth and palate, ending in a long, peppery, sweet, pure, red cherry liqueur finish.']]"
109,55,https://images.vivino.com/thumbs/HWS_S99uQfey2mkoAxqRrg_pb_x600.png,"Domaine du Vieux Télégraphe
Châteauneuf-du-Pape (La Crau) 2021",2021,$89.99,82.4248%;,40.3363%;,45.219%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine du Vieux Télégraphe'], ['Grapes', 'Garnacha'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Deep ruby with some purple nuances, this wine is medium to full-bodied and reveals notes of licorice, pepper, Asian spices, black cherry, raspberry, and currant, as well as a relatively big, sweet palate impression with moderate tannin in the finish.']]"
110,56,https://images.vivino.com/thumbs/C6oqVSoKQmabfDjlBCAGxA_pb_x600.png,"Brotte
Secret Barville Chateauneuf-du-Pape 2021",2021,$60.99,85%;,40.7434%;,42.0191%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Brotte'], ['Grapes', 'Monastrell, Garnacha, Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
111,0,https://images.vivino.com/thumbs/Zec8SJfWQoufeT7rvW8eZA_pb_x600.png,"Domaine Jean-Louis Chave
Saint-Joseph 2020",2020,$105.02,72.4663%;,49.3389%;,55.1467%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites']]"
112,1,https://images.vivino.com/thumbs/UO09QoMZTXqkBQchZ3sdZg_pb_x600.png,"Domaine Jean-Louis Chave
Hermitage Selection Farconnet 2018",2018,$88.45,85%;,69.0974%;,55.4596%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites']]"
113,2,https://images.vivino.com/thumbs/UO09QoMZTXqkBQchZ3sdZg_pb_x600.png,"Domaine Jean-Louis Chave
Hermitage Selection Farconnet 2019",2019,$88.45,85%;,69.0974%;,55.4596%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites']]"
114,3,https://images.vivino.com/thumbs/DmWvPJLVSVu4OnSrg2h6Og_pb_x600.png,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2019",2019,$223.02,83.1154%;,67.4268%;,54.61%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine de La Chapelle'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', ""Intense ruby red, limpid and bright. Highly complex, distinguished nose, revealing the great finesse. Black fruits, sweet spices and, ultimately, finely woody. It is shaped by nature, the sun and the rain. That's why every year, this wine is unique. Discover, vintage by vintage, that gave us this land.""]]"
115,4,https://images.vivino.com/thumbs/Zec8SJfWQoufeT7rvW8eZA_pb_x600.png,"Domaine Jean-Louis Chave
Saint-Joseph 2021",2021,$112.10,72.4663%;,49.3389%;,55.1467%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites']]"
116,5,https://images.vivino.com/thumbs/pjAuP5XSSn-GhPpGtVxHkA_pb_x600.png,"Bernard Burgaud
Côte-Rôtie 2019",2019,$82.55,70.9512%;,64.152%;,63.6708%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Bernard Burgaud'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Beautiful color, black fruit aromas and on the palate, good harmony between strength and elegance']]"
117,6,https://images.vivino.com/thumbs/wzCLh2FiSD6gAQAT6Rlr3A_pb_x600.png,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2018",2018,$70.75,85%;,42.4578%;,42.878%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Alain Jaume'], ['Grapes', '50% Grenache, 30% Mourvedre, 20% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'Deep and brilliant, purple-red colour. An exciting nose with aromas of black fruit such as blackcurrant and cherry spices and vanilla. This great aromatic complexity is found on the palate : the spices and ripe fruit appear with an elegant woodiness and harmonious tannins. The finish has good aromatic length and introduces a touch of liquorice and pepper.']]"
118,7,https://images.vivino.com/thumbs/-pzcGIOyTpmvDwFq0gJpdg_pb_x600.png,"Auguste Clape
Renaissance Cornas 2018",2018,$105.02,83.1458%;,52.7518%;,56.8761%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Auguste Clape'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]"
